Gene Symbol	RefSeq ID	Transcript Length	LVST #1	LVST #2	LVST #3	LVST #4	LVS #5	LVST #6	cMVST #1	cMVST #2	cMVST #3	Caudal Control #1 	Caudal Control #2	Caudal Control #3	Caudal Control #4	Medial Control #1	Medial Control #2	Medial Control #3	Medial Control #4
Iyd	NM_027391	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	7	2
Izumo1	NM_001018013	1493	1	0	0	0	0	51	0	0	0	0	0	0	0	0	1	1	0
Izumo1r	NM_022888	1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo1r	NM_176807	1239	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo2	NM_029317	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Izumo3	NM_027034	1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Izumo4	NM_027829	938	190	132	39	34	135	0	45	0	127	193	279	33	37	32	75	103	76
Jade1	NM_001130184	5478	623	558	71	163	471	230	292	250	230	603	218	256	174	584	684	1116	647
Jade1	NM_001130185	5558	623	558	75	163	471	230	292	250	230	603	218	256	174	584	686	1116	647
Jade1	NM_001130186	5516	623	558	71	163	471	230	292	250	230	603	218	256	174	584	684	1116	647
Jade1	NM_172303	5576	623	558	71	163	471	230	292	250	230	603	218	256	174	584	684	1116	647
Jade2	NM_199299	6100	13	0	0	4	0	0	0	0	0	0	37	0	0	4	3	17	4
Jade3	NM_199317	2472	357	502	188	129	441	652	116	3	246	252	297	156	178	618	687	1115	602
Jag1	NM_013822	5297	33	34	60	3	299	2	31	19	111	53	159	151	138	443	566	898	499
Jag2	NM_010588	4054	683	533	92	203	77	31	110	74	127	662	136	104	93	46	189	215	150
Jagn1	NM_026365	1133	1007	800	402	235	791	366	351	394	312	71	223	136	117	456	601	836	517
Jak1	NM_146145	5299	2385	5207	764	1161	2511	1908	963	900	1192	2369	1730	540	440	1655	2251	3126	1907
Jak2	NM_001048177	4947	1284	1266	540	556	976	2082	623	257	991	1004	858	533	655	1740	1946	3185	1969
Jak2	NM_008413	5030	1286	1267	541	559	976	2082	623	258	991	1006	858	533	657	1741	1948	3185	1971
Jak3	NM_001190830	3679	159	29	8	4	0	1	5	14	0	15	22	11	5	5	5	13	1
Jak3	NM_010589	3933	155	29	1	3	0	0	5	44	0	12	37	11	6	5	8	11	1
Jakmip1	NM_178394	2382	408	451	181	75	605	190	32	365	37	254	103	57	64	58	148	168	133
Jakmip2	NM_001163637	3511	2372	3100	1125	1159	2501	2597	1491	1720	1201	1832	1357	656	733	3387	3724	6180	3749
Jakmip3	NM_028708	5155	405	930	115	123	177	35	52	5	164	81	16	87	30	74	77	122	62
Jam2	NM_023844	1326	18	43	7	22	0	0	0	67	66	26	149	97	5	408	431	685	402
Jam3	NM_023277	1929	104	103	52	76	85	22	110	15	95	234	387	143	76	432	535	904	583
Jarid2	NM_021878	4921	1805	1856	1475	695	2142	2643	863	1393	939	1919	1772	1142	902	2256	2796	4500	2612
Jazf1	NM_001168277	2926	2014	2579	813	770	729	2307	533	687	629	989	418	222	165	992	904	1422	903
Jazf1	NM_173406	2925	2061	2726	812	788	731	2306	534	754	696	1043	425	226	166	994	911	1416	898
Jchain	NM_152839	2101	0	0	0	0	0	1	3	0	0	8	0	0	2	9	8	11	4
Jdp2	NM_030887	1643	22	19	6	56	42	57	29	99	24	66	40	29	4	21	55	73	33
Jkamp	NM_024205	1007	317	245	189	187	48	173	182	198	177	178	94	146	73	229	343	439	303
Jmjd1c	NM_207221	8381	5264	4908	1375	1489	4365	3294	3067	1999	3035	3109	4545	1432	2235	5026	5573	8746	5246
Jmjd4	NM_178659	3903	817	683	227	274	413	1176	166	406	197	347	506	106	203	470	583	818	443
Jmjd6	NM_033398	1668	326	286	143	107	405	183	246	335	199	578	484	144	101	327	489	748	459
Jmjd7	NM_001114637	1383	250	95	177	70	107	72	50	5	104	354	151	76	129	86	144	216	128
Jmjd8	NM_028101	2091	1669	1619	498	612	1640	1082	425	308	777	1742	1005	568	374	459	1019	1535	959
Jmy	NM_021310	4556	1226	887	156	417	732	563	316	52	373	590	869	270	563	947	1204	1858	1173
Josd1	NM_028792	3394	397	625	272	283	219	237	182	366	896	265	189	207	51	176	363	507	349
Josd2	NM_025368	853	234	130	15	169	50	203	1	0	73	95	114	32	20	19	58	83	58
Jph1	NM_020604	2192	0	52	0	8	1	0	1	3	0	2	69	0	0	15	15	21	13
Jph2	NM_021566	2681	0	30	0	0	0	0	0	0	0	0	0	2	0	1	2	1	0
Jph3	NM_020605	3637	1023	589	218	344	444	622	358	217	266	840	1114	192	182	145	282	433	300
Jph4	NM_177049	3832	4491	5866	1267	816	2972	3116	1402	973	1653	3171	1167	606	749	653	1203	1549	971
Jpx	NR_015508	3784	42	38	0	4	23	1	0	0	40	195	130	97	36	109	99	224	128
Jrk	NM_008415	3378	96	32	33	71	15	0	0	87	9	44	0	50	11	56	80	136	71
Jrkl	NM_001033181	2952	89	198	79	93	100	59	84	196	131	18	60	40	24	227	235	410	244
Jsrp1	NM_028001	1325	6	6	0	3	0	0	0	0	0	0	0	3	0	1	1	4	3
Jtb	NM_206924	1103	86	36	113	43	217	69	133	319	19	79	48	92	211	374	323	535	340
Jun	NM_010591	3187	172	486	509	399	984	2645	1670	1362	1338	1040	754	546	1098	755	977	1254	817
Junb	NM_008416	1807	45	23	107	158	249	380	46	3	41	97	0	42	147	13	27	29	16
Jund	NM_010592	2878	594	630	319	202	567	646	89	285	101	507	488	177	269	72	102	146	114
Jup	NM_010593	3195	1519	2356	424	558	1034	431	569	163	390	1421	448	364	281	287	562	718	410
Kalrn	NM_001164268	6430	3143	3994	570	495	1548	1164	530	207	1607	2946	3113	835	834	1380	2306	3523	2205
Kalrn	NM_177357	15439	7109	7547	1398	1541	4048	3115	1743	1009	3610	5856	5554	2194	2135	4729	6446	9906	5990
Kank1	NM_181404	5410	30	29	5	2	0	5	22	0	2	10	9	58	41	71	147	198	107
Kank2	NM_145611	4853	35	0	0	2	0	0	0	0	3	153	257	30	84	167	215	234	151
Kank3	NM_030697	2634	48	133	84	54	4	14	21	44	1	196	202	33	100	35	67	130	73
Kank4	NM_172872	4801	58	171	0	6	164	6	0	0	0	2	1	17	12	15	31	41	20
Kansl1	NM_001081045	5510	4284	4602	999	1281	1592	3066	1190	2229	2123	4712	4322	1430	1508	2668	3752	5768	3396
Kansl1l	NM_001122738	4655	731	509	569	412	1311	651	784	153	204	292	426	448	298	1339	1380	2272	1399
Kansl1l	NM_177645	4628	733	516	552	408	1325	651	785	154	206	298	423	456	298	1341	1382	2288	1407
Kansl2	NM_133714	2110	610	366	55	91	78	60	86	124	52	620	847	108	43	153	172	284	191
Kansl3	NM_172652	4663	1323	1327	154	351	1177	260	398	124	834	554	446	298	259	474	615	1067	632
Kap	NM_010594	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kars	NM_001130868	2173	2131	2317	759	727	1841	2633	909	571	890	1114	1111	343	520	576	985	1564	974
Kars	NM_053092	1993	2106	2234	713	724	1841	2552	909	562	888	1102	1098	343	520	573	980	1554	971
Kat2a	NM_001038010	3045	1875	3044	613	614	1214	1793	834	622	595	1339	1010	379	383	497	907	1240	760
Kat2a	NM_020004	3048	1875	3044	613	614	1214	1793	834	622	596	1339	1010	379	383	497	907	1240	760
Kat2b	NM_001190846	4100	146	158	44	41	476	139	125	176	360	169	54	91	89	403	377	580	306
Kat2b	NM_020005	4654	146	164	44	41	476	139	125	176	365	176	64	95	89	403	377	581	307
Kat5	NM_178637	1542	823	1141	187	105	522	1737	279	39	171	238	977	143	294	155	365	516	342
Kat6a	NM_001081149	9126	3411	3558	1016	1245	3152	1856	1684	1012	1483	2521	2733	1305	1894	4676	5085	8044	4701
Kat6b	NM_017479	6908	1205	1562	292	379	2202	1068	1048	684	1204	1728	1887	784	976	2221	2845	4519	2749
Kat7	NM_001195003	5966	1226	1160	339	302	315	438	474	98	257	1608	1389	352	514	561	747	1162	698
Kat7	NM_001195004	5876	1226	1160	337	302	312	438	474	98	257	1608	1387	351	514	559	746	1156	695
Kat7	NM_177619	5699	1123	1101	319	293	312	435	445	98	254	1512	1312	338	500	541	728	1104	667
Kat8	NM_026370	1503	203	191	196	113	180	386	165	96	88	372	478	155	206	210	311	443	285
Katna1	NM_011835	1775	144	159	92	36	38	114	32	16	85	114	76	53	47	296	263	475	288
Katnal1	NM_153572	6156	1967	1870	655	466	1164	921	382	7	742	604	539	355	237	909	1146	1808	1054
Katnal2	NM_027721	1673	0	7	9	1	1	0	21	0	3	6	1	25	7	20	32	57	22
Katnb1	NM_028805	3425	689	820	407	240	171	413	160	378	125	342	296	209	265	149	296	453	283
Katnbl1	NM_024254	2883	480	331	106	150	230	345	144	114	25	174	359	143	93	404	440	781	463
Kazald1	NM_178929	1380	0	70	0	0	0	0	0	0	0	74	6	3	5	7	6	16	4
Kazn	NM_001109684	3428	1823	5377	429	589	102	570	184	395	357	1986	1423	229	278	250	468	674	449
Kazn	NM_001109685	3843	1823	5377	429	589	102	570	184	395	357	1986	1423	229	278	250	468	674	449
Kazn	NM_144531	4501	725	1863	113	186	41	122	88	392	121	356	621	157	176	117	231	365	209
Kbtbd11	NM_029116	6970	1896	1710	301	306	795	1602	189	1467	209	910	805	299	234	1816	2110	3280	1928
Kbtbd12	NM_001142724	1639	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Kbtbd12	NM_029013	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
Kbtbd13	NM_028974	2969	1	0	0	7	69	0	0	0	0	0	0	0	11	5	5	7	5
Kbtbd2	NM_145958	3868	889	1143	527	386	1465	667	364	1027	915	913	728	422	305	987	1002	1718	1021
Kbtbd3	NM_001164574	2321	107	89	109	74	185	281	105	70	11	45	112	50	21	136	155	253	154
Kbtbd3	NM_026962	2353	105	88	108	74	186	281	105	81	11	47	112	51	20	138	158	255	161
Kbtbd4	NM_025991	2393	1019	1731	287	379	656	72	274	33	346	1308	781	222	418	604	603	933	554
Kbtbd6	NM_001034882	2982	5	16	8	5	0	0	0	1	0	14	14	0	41	25	22	40	14
Kbtbd7	NM_001024135	4526	384	559	260	205	590	92	131	93	71	290	236	243	204	642	741	1093	682
Kbtbd8	NM_001008785	4700	127	79	25	51	179	20	2	0	0	46	7	38	1	139	158	236	144
Kbtbd8	NM_001102670	4489	105	77	17	46	179	19	2	0	0	44	7	31	1	135	155	233	144
Kcmf1	NM_019715	3251	3185	2611	617	992	2084	1883	881	1959	817	2343	3277	497	518	1423	1649	2407	1472
Kcna1	NM_010595	8970	696	723	120	398	125	778	147	32	702	278	654	35	51	155	269	348	224
Kcna10	NM_001081140	1826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcna2	NM_008417	3456	528	584	158	170	161	244	322	37	126	245	23	119	254	215	196	301	184
Kcna3	NM_008418	1968	82	215	19	25	162	5	27	12	40	106	87	48	12	47	92	115	69
Kcna4	NM_021275	4844	56	30	52	11	266	80	322	115	489	353	70	83	100	111	152	174	110
Kcna5	NM_145983	3005	0	0	0	0	0	0	0	0	0	0	0	36	0	6	6	16	4
Kcna6	NM_013568	5838	904	1987	73	141	649	124	83	666	34	139	228	61	68	115	190	266	142
Kcna7	NM_010596	3494	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
Kcnab1	NM_010597	2986	25	56	14	42	10	4	12	0	62	29	22	36	15	83	93	108	88
Kcnab2	NM_010598	3530	366	363	70	74	15	55	120	59	110	296	220	85	139	115	139	230	132
Kcnab3	NM_010599	2537	148	84	37	8	209	360	59	8	1	165	109	34	71	69	73	121	95
Kcnb1	NM_008420	3720	458	322	7	19	73	47	19	11	40	779	65	55	28	110	203	301	183
Kcnb2	NM_001098528	5309	825	1367	183	433	184	229	327	81	275	324	107	119	114	448	591	795	483
Kcnc1	NM_001112739	4307	691	1054	511	473	647	210	659	60	492	1248	675	138	246	252	357	557	319
Kcnc1	NM_008421	7788	1904	3604	823	765	2245	1826	1934	1705	1086	2704	1526	384	882	914	1155	1619	1005
Kcnc2	NM_001025581	6196	27	68	1	12	9	13	0	69	0	256	324	49	58	109	143	217	152
Kcnc3	NM_008422	5056	1361	2438	255	361	416	590	455	320	765	1102	614	125	247	172	256	360	230
Kcnc4	NM_145922	3013	548	637	25	87	13	162	447	12	171	90	253	57	89	31	49	90	47
Kcnd1	NM_008423	1956	68	65	4	40	4	0	6	0	59	38	264	21	36	17	28	32	25
Kcnd2	NM_019697	4546	1810	1254	479	533	778	891	917	1748	679	1016	392	179	217	776	859	1081	655
Kcnd3	NM_001039347	7169	1204	985	230	433	1294	1434	424	781	85	1069	1964	352	718	1483	1900	2923	1865
Kcnd3	NM_019931	1968	224	529	65	156	89	394	16	264	2	439	308	55	194	124	230	298	197
Kcne1	NM_008424	3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
Kcne1l	NM_021487	1446	9	58	26	14	0	72	24	202	0	96	278	38	4	65	148	220	129
Kcne2	NM_134110	1692	1	0	0	0	0	0	0	0	3	1	0	1	8	3	1	10	3
Kcne3	NM_001190869	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	4
Kcne3	NM_001190870	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	5
Kcne3	NM_001190950	815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	4
Kcne3	NM_020574	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	4
Kcne4	NM_021342	2463	0	0	0	0	0	0	0	0	0	0	0	0	17	8	15	22	13
Kcnf1	NM_201531	4787	94	6	38	73	66	116	76	9	1	194	0	32	70	60	67	115	59
Kcng1	NM_001081134	2316	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	3	0
Kcng2	NM_001190373	2815	68	68	20	0	0	0	0	0	1	3	0	0	0	5	5	8	6
Kcng3	NM_153512	3356	204	186	0	13	0	7	0	37	0	35	0	2	0	14	15	32	16
Kcng4	NM_025734	3806	0	42	0	6	0	0	0	0	0	0	0	12	0	0	0	0	1
Kcnh1	NM_001038607	7062	295	164	7	6	0	0	28	7	0	235	57	20	70	68	102	121	81
Kcnh1	NM_010600	7143	295	164	7	6	0	0	28	7	0	235	57	20	70	68	102	121	81
Kcnh2	NM_013569	4221	2091	1613	435	546	583	947	292	602	825	1329	1183	279	418	189	395	584	359
Kcnh3	NM_010601	3583	17	24	0	0	0	18	0	0	0	119	16	8	2	4	7	10	3
Kcnh4	NM_001081194	3783	1141	441	284	170	608	114	93	439	220	538	447	173	165	77	157	244	168
Kcnh5	NM_172805	4061	242	112	20	152	110	122	66	41	50	116	173	59	162	117	210	334	216
Kcnh6	NM_001037712	2853	130	50	26	31	194	0	20	0	4	117	91	11	22	6	16	15	16
Kcnh7	NM_133207	3798	730	970	130	86	389	695	109	528	254	753	317	192	279	462	636	950	598
Kcnh8	NM_001031811	2086	138	167	27	73	583	103	66	1	160	111	70	82	44	144	235	365	214
Kcnip1	NM_001190885	2287	2530	3312	1070	1518	3369	4150	897	2016	830	1064	1067	332	418	685	781	1209	796
Kcnip1	NM_001190886	2243	2342	3159	1022	1449	3333	3998	880	2002	777	988	1048	319	393	667	743	1161	769
Kcnip1	NM_027398	2254	2530	3312	1070	1518	3367	4149	897	2016	829	1062	1067	332	418	680	777	1205	795
Kcnip2	NM_030716	759	44	0	0	0	0	0	1	0	0	14	12	9	3	8	53	65	50
Kcnip2	NM_145703	813	44	0	0	0	0	0	1	0	0	14	12	9	3	8	53	66	50
Kcnip2	NM_145704	663	44	0	0	0	0	0	1	0	0	14	8	9	3	8	53	64	49
Kcnip3	NM_001111331	2928	126	7	0	0	0	0	128	0	33	364	246	69	75	66	197	270	152
Kcnip3	NM_019789	2732	140	7	0	0	0	0	128	0	33	325	246	74	76	68	204	279	161
Kcnip4	NM_030265	2188	506	483	126	161	36	481	155	136	313	221	58	109	106	485	542	759	530
Kcnj1	NM_001168354	3070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Kcnj1	NM_019659	3068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Kcnj10	NM_001039484	5407	0	0	0	0	0	0	0	0	0	90	519	96	14	290	431	573	363
Kcnj11	NM_010602	3076	25	328	0	14	88	34	14	28	101	111	0	33	55	23	26	54	32
Kcnj12	NM_010603	2463	443	254	49	79	628	93	45	64	99	49	29	17	40	32	74	120	48
Kcnj13	NM_001110227	1349	63	38	3	10	0	3	6	0	72	3	5	69	25	65	106	173	112
Kcnj14	NM_145963	2639	9	7	0	0	0	22	9	2	3	10	55	0	0	11	9	8	6
Kcnj15	NM_001039056	4951	0	0	0	0	0	0	0	0	0	0	0	0	1	6	11	11	6
Kcnj15	NM_001039057	5043	0	0	0	0	0	0	0	0	0	0	0	0	1	6	11	11	6
Kcnj15	NM_019664	5127	0	0	0	0	0	0	0	0	0	0	0	0	1	6	11	11	6
Kcnj16	NM_010604	3622	0	10	0	0	0	0	0	0	0	0	0	0	0	147	187	289	170
Kcnj2	NM_008425	5448	14	77	85	1	1033	369	0	0	0	12	0	9	41	177	197	292	169
Kcnj3	NM_008426	1679	882	178	59	82	83	375	41	79	24	151	1336	86	37	46	114	111	68
Kcnj4	NM_008427	2152	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Kcnj5	NM_010605	4496	8	6	5	0	0	0	0	0	0	0	0	0	2	37	30	51	18
Kcnj6	NM_001025584	2356	75	111	0	11	0	47	16	0	51	111	79	15	84	34	72	112	72
Kcnj6	NM_001025585	2049	16	38	0	1	0	46	0	0	10	11	16	6	52	7	19	38	23
Kcnj6	NM_001025590	3637	0	38	0	1	54	46	1	0	6	12	14	19	69	18	25	51	37
Kcnj6	NM_010606	3086	21	126	3	4	156	61	54	0	13	83	33	59	91	29	59	87	63
Kcnj8	NM_008428	2188	0	0	1	0	0	0	0	0	0	0	0	2	90	84	117	160	103
Kcnj9	NM_008429	3270	7	136	2	6	0	43	87	0	7	51	0	5	1	9	22	36	23
Kcnk1	NM_008430	2303	212	290	50	71	3	17	69	38	143	146	200	12	17	27	49	53	52
Kcnk10	NM_029911	2533	324	1275	94	201	599	361	380	216	515	304	242	104	63	208	311	569	303
Kcnk12	NM_199251	1952	5	36	4	0	0	0	3	0	0	3	0	0	0	0	0	1	1
Kcnk13	NM_001164426	3074	0	1	0	0	1	0	0	0	0	0	0	0	3	6	1	5	2
Kcnk13	NM_001164427	3111	0	1	0	0	1	0	0	0	0	0	0	0	3	6	1	5	2
Kcnk13	NM_146037	3060	0	1	0	0	1	0	0	0	0	0	0	0	3	6	1	5	2
Kcnk15	NM_001030292	1032	0	1	0	0	0	0	1	0	0	0	121	0	0	0	0	1	0
Kcnk16	NM_029006	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnk18	NM_207261	3032	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1
Kcnk2	NM_001159850	3404	235	120	22	46	1053	123	105	439	44	549	212	68	101	287	389	571	354
Kcnk2	NM_010607	3497	234	121	27	46	1053	123	99	439	44	544	212	67	100	281	386	560	349
Kcnk2	NR_027627	3295	234	125	19	55	1053	117	98	439	44	547	249	68	102	273	384	560	349
Kcnk3	NM_010608	3810	837	892	61	102	143	468	19	40	29	565	104	25	7	32	44	69	40
Kcnk4	NM_008431	1735	1	1	0	19	1	0	0	0	0	182	0	7	0	1	2	3	2
Kcnk5	NM_021542	3364	0	0	0	0	0	0	0	0	0	0	0	2	0	3	8	10	1
Kcnk6	NM_001033525	4089	0	1	0	1	0	0	0	0	0	0	0	0	0	3	8	16	6
Kcnk7	NM_010609	1117	0	17	0	0	0	0	1	0	0	2	0	1	4	0	7	8	2
Kcnk9	NM_001033876	1209	2074	1352	601	401	567	959	87	8	47	489	290	80	104	102	205	253	160
Kcnma1	NM_010610	5051	1567	1547	468	663	1085	1025	463	1288	274	1100	305	334	753	1167	1362	1879	1243
Kcnmb1	NM_031169	4188	0	0	1	0	0	0	0	0	0	6	0	1	0	20	40	59	45
Kcnmb2	NM_028231	2919	25	414	28	38	33	432	147	6	4	150	64	42	49	111	159	236	130
Kcnmb3	NM_001195074	719	0	0	0	0	0	0	0	0	0	15	0	0	0	0	5	5	1
Kcnmb4	NM_021452	1005	250	229	58	38	355	293	107	391	136	275	97	61	58	150	209	314	220
Kcnmb4os1	NR_028107	753	68	76	11	11	44	103	38	82	68	89	47	20	29	46	83	142	93
Kcnn1	NM_032397	4042	372	754	222	309	109	72	253	953	153	146	62	80	51	213	329	461	198
Kcnn2	NM_080465	2046	237	666	130	141	41	165	152	87	169	311	217	142	68	268	327	521	313
Kcnn3	NM_080466	7617	1	213	0	2	1	18	61	5	5	273	1823	134	143	466	746	1126	730
Kcnn4	NM_001163510	2036	0	0	0	0	0	0	24	0	0	0	0	0	0	3	6	7	9
Kcnn4	NM_008433	1951	0	0	0	0	0	0	15	0	0	0	0	0	0	3	6	7	9
Kcnq1	NM_008434	3029	8	95	0	0	72	0	3	0	0	1	1	3	12	14	15	23	14
Kcnq1ot1	NR_001461	83437	2202	3318	1124	1068	8346	6448	3075	2619	2973	2105	2572	2761	2308	9803	8784	15116	8907
Kcnq2	NM_001003824	2992	3129	2730	851	682	1996	2107	1389	1090	905	1847	1500	567	799	615	1000	1620	955
Kcnq2	NM_001003825	2977	3133	2741	848	675	2002	2107	1380	1088	904	1874	1499	571	792	615	1002	1627	954
Kcnq2	NM_001006668	2956	3091	2666	851	681	1996	2107	1383	1090	905	1845	1497	566	796	615	999	1615	954
Kcnq2	NM_001006669	2884	3127	2721	842	670	1994	2107	1379	1088	904	1842	1498	567	788	613	997	1615	948
Kcnq2	NM_001006674	2439	2824	2489	824	656	1947	2106	1363	1088	875	1582	968	547	750	608	967	1579	928
Kcnq2	NM_001006675	2939	1975	1833	340	353	692	1191	874	40	178	1089	769	325	214	228	440	640	394
Kcnq2	NM_001006676	1864	1226	1115	116	144	538	1067	469	19	109	637	531	164	125	120	251	371	227
Kcnq2	NM_001006677	2059	1234	1113	116	138	538	1067	477	19	99	639	533	166	126	126	253	377	233
Kcnq2	NM_001006678	1274	1014	1024	87	96	529	1045	401	24	68	615	468	151	124	105	211	319	188
Kcnq2	NM_001006679	1734	1039	1027	87	102	539	1045	416	24	68	628	480	159	134	122	243	353	210
Kcnq2	NM_001006680	2291	1105	1118	87	151	704	1045	467	24	68	632	685	173	145	133	269	389	247
Kcnq2	NM_010611	2777	2377	2105	269	252	630	1094	739	40	292	1226	1417	265	227	170	399	553	332
Kcnq3	NM_152923	2877	900	709	144	189	372	61	108	270	71	309	251	109	142	151	288	484	230
Kcnq4	NM_001081142	2512	302	110	7	34	38	0	1	15	1	19	76	7	6	4	15	41	21
Kcnq5	NM_001160139	6975	17	22	4	4	79	3	111	6	17	12	54	23	19	123	164	229	143
Kcnq5	NM_023872	6918	17	22	4	4	79	3	111	6	17	12	54	18	14	119	162	225	141
Kcnrg	NM_001039105	856	37	129	6	2	8	0	32	0	5	42	143	12	4	56	72	126	62
Kcnrg	NM_206974	1832	165	213	26	2	22	0	42	0	8	50	155	18	6	123	141	231	124
Kcns1	NM_008435	2712	276	45	0	2	75	0	0	0	0	1	0	0	1	1	3	5	2
Kcns2	NM_181317	4360	21	146	10	49	1	0	44	20	4	36	10	13	0	15	27	29	17
Kcns3	NM_001168564	2870	0	0	0	17	0	0	0	0	0	0	0	1	0	11	13	16	12
Kcns3	NM_173417	2933	0	0	0	17	0	0	0	0	0	0	0	1	0	11	13	16	12
Kcnt1	NM_001145403	3770	591	1034	102	128	380	376	275	863	263	1027	427	104	178	63	155	202	133
Kcnt1	NM_175462	5893	805	1254	146	180	651	1036	498	1654	382	1189	579	203	291	117	242	342	222
Kcnt2	NM_001081027	3957	116	386	81	27	184	142	53	170	32	159	271	37	44	187	208	293	144
Kcnu1	NM_008432	3531	91	33	117	28	70	83	12	134	16	65	0	14	25	45	52	66	50
Kcnv1	NM_026200	4496	152	105	69	150	83	195	44	86	81	2	0	3	13	121	140	161	82
Kcnv2	NM_183179	5077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kcp	NM_001029985	4867	241	406	184	134	554	249	480	36	391	725	226	192	179	264	317	449	222
Kctd1	NM_001142731	3455	698	1019	134	210	925	697	37	72	178	729	942	169	208	469	571	817	485
Kctd1	NM_134112	1771	454	564	130	185	921	684	28	66	153	339	323	110	181	456	519	743	441
Kctd10	NM_001159941	3097	2811	2304	993	1100	1950	1251	888	591	1535	1406	1524	576	829	1198	1668	2875	1790
Kctd10	NM_026145	3094	2811	2304	993	1100	1950	1251	888	591	1535	1406	1524	576	829	1198	1668	2875	1790
Kctd11	NM_153143	2722	0	97	0	0	1	0	106	0	0	1	0	15	5	34	49	78	42
Kctd12	NM_177715	6057	6508	6579	2454	3613	6338	7359	2265	1601	1000	1501	2676	1092	1433	1924	2659	3818	2765
Kctd12b	NM_175429	4795	0	3	0	4	0	0	0	15	0	0	1	16	75	166	196	250	157
Kctd13	NM_172747	1654	2675	3131	552	555	1063	816	224	1141	273	920	848	164	170	168	276	351	235
Kctd14	NM_001010826	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0
Kctd14	NM_001012434	2343	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	0
Kctd14	NM_001136235	2327	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0
Kctd15	NM_146188	2411	1168	549	444	261	333	1553	165	4	93	1185	468	337	333	249	384	633	341
Kctd16	NM_026135	1365	156	108	40	48	68	0	0	37	8	11	0	7	10	18	57	84	55
Kctd17	NM_001081367	1574	491	579	296	299	498	1043	256	57	330	549	114	158	299	129	327	482	312
Kctd18	NM_001159864	2615	283	230	76	117	368	700	522	148	338	335	292	157	126	438	421	785	470
Kctd18	NM_001159865	2114	233	226	67	109	368	583	522	148	266	299	281	148	119	422	394	717	441
Kctd18	NR_027630	2647	283	230	75	119	368	700	522	148	337	335	292	158	131	438	430	789	471
Kctd19	NM_177791	3028	0	1	0	0	7	1	26	100	11	2	0	5	1	12	10	13	10
Kctd2	NM_183285	1765	619	644	107	126	635	630	236	271	287	576	496	124	94	248	329	471	281
Kctd20	NM_025888	2400	698	422	78	258	496	310	88	515	63	342	370	218	177	222	332	553	341
Kctd21	NM_001039039	2973	111	67	25	32	119	29	76	189	12	65	124	39	62	85	100	164	101
Kctd3	NM_172650	3703	792	1127	320	322	978	795	276	957	288	566	386	284	162	426	676	993	595
Kctd4	NM_026214	3015	43	13	57	9	62	0	0	81	12	46	24	41	28	151	171	302	150
Kctd5	NM_027008	2457	385	400	265	326	289	381	143	241	79	195	197	188	170	362	419	601	406
Kctd6	NM_027782	1648	204	129	72	33	149	117	167	175	75	131	86	51	88	129	155	222	166
Kctd7	NM_172509	4266	316	41	72	69	156	390	130	484	78	191	26	94	41	120	100	179	121
Kctd8	NM_175519	2889	755	1074	647	619	787	790	207	1886	153	113	88	68	80	142	152	277	145
Kctd9	NM_001111028	3307	126	249	48	94	300	51	103	128	10	52	61	120	59	339	305	509	283
Kctd9	NM_134073	3157	126	249	48	94	300	51	103	128	10	52	61	120	59	338	303	507	283
Kdelc1	NM_023645	2324	67	178	87	97	319	467	96	284	203	118	84	117	52	335	418	612	407
Kdelc2	NM_212445	3644	59	21	0	0	0	0	0	1	0	25	35	10	2	60	107	176	94
Kdelr1	NM_133950	1525	717	720	285	536	660	1125	530	119	894	1243	826	296	352	380	575	761	540
Kdelr2	NM_025841	1846	1538	2235	662	638	914	1126	274	520	222	1324	1034	623	322	618	916	1356	758
